pre,post,type,n_synapses,stage
CEPVL,OLQVL,chemical,1,2
CEPVL,RICL,chemical,3,2
CEPVL,RICR,chemical,2,2
CEPVL,RMDDL,chemical,1,2
CEPVL,URYVL,chemical,1,2
CEPVR,AVEL,chemical,4,2
CEPVR,OLLR,chemical,5,2
CEPVR,OLQVR,chemical,1,2
CEPVR,RICL,chemical,2,2
CEPVR,RICR,chemical,2,2
CEPVR,RMDDR,chemical,1,2
CEPVR,SMDVL,chemical,4,2
DVA,AIZL,chemical,2,2
DVA,AIZR,chemical,2,2
DVA,AUAL,chemical,1,2
DVA,AUAR,chemical,2,2
DVA,AVEL,chemical,2,2
DVA,AVER,chemical,4,2
DVA,RICL,chemical,1,2
DVA,RIR,chemical,3,2
DVA,SIADL,chemical,1,2
DVA,SIADR,chemical,1,2
DVC,AIBR,chemical,3,2
DVC,AVAL,chemical,1,2
DVC,AVAR,chemical,2,2
DVC,BAGL,chemical,2,2
DVC,RIBL,chemical,2,2
DVC,RIBR,chemical,3,2
DVC,RIGL,chemical,3,2
DVC,RIGR,chemical,1,2
DVC,URXR,chemical,1,2
FLPL,ADEL,chemical,1,2
FLPL,ADER,chemical,1,2
FLPL,AVAL,chemical,3,2
FLPL,AVBL,chemical,1,2
FLPL,AVDL,chemical,1,2
FLPL,FLPR,chemical,1,2
FLPL,PVCL,chemical,1,2
FLPR,ADEL,chemical,1,2
FLPR,AVAL,chemical,2,2
FLPR,AVAR,chemical,1,2
IL1DL,BWM-DL01,chemical,2,2
IL1DL,BWM-DL02,chemical,2,2
IL1DL,RIPL,chemical,5,2
IL1DL,RMDVL,chemical,5,2
IL1DL,RMEL,chemical,2,2
IL1DR,BWM-DR01,chemical,1,2
IL1DR,BWM-DR02,chemical,3,2
IL1DR,GLRDR,chemical,1,2
IL1DR,RIPR,chemical,3,2
IL1DR,RMDVR,chemical,3,2
IL1DR,RMER,chemical,2,2
IL1L,BWM-DL02,chemical,5,2
IL1L,BWM-VL02,chemical,4,2
IL1L,RMDDL,chemical,3,2
IL1L,RMDL,chemical,1,2
IL1L,RMDVL,chemical,2,2
IL1L,RMDVR,chemical,2,2
IL1L,RMER,chemical,3,2
IL1R,BWM-DR02,chemical,2,2
IL1R,BWM-VR02,chemical,3,2
IL1R,RMDDR,chemical,1,2
IL1R,RMDR,chemical,1,2
IL1R,RMDVL,chemical,1,2
IL1R,RMDVR,chemical,1,2
IL1R,URAVR,chemical,1,2
IL1VL,BWM-VL01,chemical,2,2
IL1VL,BWM-VL02,chemical,3,2
IL1VL,RIPL,chemical,4,2
IL1VL,RMDDL,chemical,5,2
IL1VL,RMEL,chemical,3,2
IL1VR,BWM-VR01,chemical,1,2
IL1VR,BWM-VR02,chemical,2,2
IL1VR,RIPR,chemical,3,2
IL1VR,RMDDR,chemical,3,2
IL1VR,RMER,chemical,2,2
IL2DL,RIPL,chemical,4,2
IL2DL,RIPR,chemical,1,2
IL2DL,RMED,chemical,2,2
IL2DL,RMEL,chemical,2,2
IL2DL,RMER,chemical,2,2
IL2DL,RMEV,chemical,1,2
IL2DL,URADL,chemical,2,2
IL2DR,GLRR,chemical,1,2
IL2DR,RIH,chemical,1,2
IL2DR,RIPR,chemical,4,2
IL2DR,RMED,chemical,1,2
IL2DR,RMER,chemical,2,2
IL2DR,URADR,chemical,1,2
IL2L,CEPDL,chemical,1,2
IL2L,OLQDL,chemical,2,2
IL2L,OLQVL,chemical,2,2
IL2L,RIH,chemical,4,2
IL2R,OLQDR,chemical,4,2
IL2R,OLQVR,chemical,2,2
IL2R,RIH,chemical,4,2
IL2VL,RIPL,chemical,4,2
IL2VL,RMEL,chemical,3,2
IL2VL,RMER,chemical,2,2
IL2VL,RMEV,chemical,3,2
IL2VL,URAVL,chemical,3,2
IL2VR,GLRVR,chemical,1,2
IL2VR,RIPR,chemical,4,2
IL2VR,RMEL,chemical,3,2
IL2VR,RMER,chemical,1,2
IL2VR,RMEV,chemical,1,2
IL2VR,URAVR,chemical,2,2
OLLL,AVER,chemical,11,2
OLLL,CEPDL,chemical,2,2
OLLL,CEPVL,chemical,4,2
OLLL,RIBL,chemical,5,2
OLLL,RMDVL,chemical,1,2
OLLL,SMDDR,chemical,3,2
OLLL,SMDVR,chemical,3,2
OLLR,AVEL,chemical,9,2
OLLR,CEPDR,chemical,1,2
OLLR,RIBR,chemical,3,2
OLLR,RMDVR,chemical,1,2
OLLR,SMDDL,chemical,3,2
OLLR,SMDVL,chemical,4,2
OLLR,SMDVR,chemical,1,2
OLQDL,IL2L,chemical,2,2
OLQDL,RICR,chemical,1,2
OLQDL,RMDDL,chemical,1,2
OLQDL,RMDDR,chemical,2,2
OLQDL,RMDVL,chemical,1,2
OLQDL,SIBVL,chemical,2,2
OLQDL,URYDL,chemical,1,2
OLQDR,IL2R,chemical,1,2
OLQDR,RICL,chemical,1,2
OLQDR,RICR,chemical,1,2
OLQDR,RMDDL,chemical,1,2
OLQDR,SIBVR,chemical,1,2
OLQVL,IL2L,chemical,2,2
OLQVL,RICL,chemical,1,2
OLQVL,RIH,chemical,1,2
OLQVL,RMDVR,chemical,1,2
OLQVL,SIBDL,chemical,1,2
OLQVR,IL2R,chemical,1,2
OLQVR,RICR,chemical,1,2
OLQVR,RMDDR,chemical,1,2
OLQVR,RMDVL,chemical,2,2
OLQVR,SIBDR,chemical,1,2
PVCL,AVAL,chemical,1,2
PVCL,AVBL,chemical,1,2
PVCL,AVBR,chemical,2,2
PVCL,AVDR,chemical,1,2
PVCL,AVER,chemical,1,2
PVCL,AVHR,chemical,1,2
PVCL,RID,chemical,1,2
PVCL,SIAVL,chemical,1,2
PVCR,AVBL,chemical,1,2
PVCR,AVEL,chemical,1,2
PVCR,SIAVR,chemical,1,2
PVPL,AIBR,chemical,2,2
PVPL,AVAR,chemical,1,2
PVPL,AVBL,chemical,1,2
PVPL,AVHR,chemical,1,2
PVPL,RID,chemical,1,2
PVPL,RIGL,chemical,1,2
PVPL,RIR,chemical,1,2
PVPL,URXL,chemical,1,2
PVPL,URYVL,chemical,1,2
PVPR,AVAR,chemical,2,2
PVPR,AVBL,chemical,2,2
PVPR,AVBR,chemical,1,2
PVPR,AVDL,chemical,1,2
PVPR,AVDR,chemical,1,2
PVPR,DVA,chemical,1,2
PVPR,RIGR,chemical,1,2
PVPR,RIR,chemical,1,2
PVPR,URXR,chemical,1,2
PVQL,AIAL,chemical,5,2
PVQL,AIBL,chemical,1,2
PVQL,ASHL,chemical,1,2
PVQL,ASJL,chemical,1,2
PVQL,ASKL,chemical,5,2
PVQR,AIAL,chemical,1,2
PVQR,AIAR,chemical,5,2
PVQR,AIBR,chemical,1,2
PVQR,AIMR,chemical,1,2
PVQR,ASKR,chemical,2,2
PVQR,CEPshVR,chemical,1,2
PVR,AVBL,chemical,2,2
PVR,AVBR,chemical,1,2
PVR,AVDL,chemical,1,2
PVR,AVJR,chemical,1,2
PVR,CEPVL,chemical,1,2
PVR,IL1VL,chemical,1,2
PVR,RIPR,chemical,1,2
PVR,URYVL,chemical,1,2
PVT,AVEL,chemical,1,2
PVT,AVKL,chemical,2,2
PVT,AVKR,chemical,3,2
PVT,CEPshDL,chemical,1,2
PVT,CEPshVL,chemical,2,2
PVT,DVC,chemical,1,2
PVT,OLQVL,chemical,1,2
PVT,RIGL,chemical,2,2
PVT,RIGR,chemical,2,2
PVT,RMEV,chemical,1,2
PVT,SAADL,chemical,1,2
RIAL,CEPDL,chemical,1,2
RIAL,RIAR,chemical,5,2
RIAL,RIVR,chemical,1,2
RIAL,RMDDL,chemical,9,2
RIAL,RMDDR,chemical,4,2
RIAL,RMDL,chemical,4,2
RIAL,RMDR,chemical,3,2
RIAL,RMDVL,chemical,8,2
RIAL,RMDVR,chemical,9,2
RIAL,SIADL,chemical,2,2
RIAL,SIAVL,chemical,1,2
RIAL,SIAVR,chemical,3,2
RIAL,SMDDL,chemical,3,2
RIAL,SMDDR,chemical,5,2
RIAL,SMDVL,chemical,4,2
RIAL,SMDVR,chemical,5,2
RIAR,CEPDR,chemical,1,2
RIAR,CEPVL,chemical,1,2
RIAR,GLRVL,chemical,1,2
RIAR,RIAL,chemical,7,2
RIAR,RMDDL,chemical,5,2
RIAR,RMDDR,chemical,7,2
RIAR,RMDL,chemical,7,2
RIAR,RMDR,chemical,4,2
RIAR,RMDVL,chemical,7,2
RIAR,RMDVR,chemical,9,2
RIAR,SIADL,chemical,1,2
RIAR,SIADR,chemical,2,2
RIAR,SIAVL,chemical,4,2
RIAR,SMBDR,chemical,1,2
RIAR,SMDDL,chemical,3,2
RIAR,SMDDR,chemical,3,2
RIAR,SMDVL,chemical,4,2
RIAR,SMDVR,chemical,4,2
RIBL,AIBR,chemical,1,2
RIBL,AUAL,chemical,1,2
RIBL,AVAL,chemical,3,2
RIBL,AVDR,chemical,1,2
RIBL,AVEL,chemical,2,2
RIBL,AVER,chemical,3,2
RIBL,BAGR,chemical,2,2
RIBL,RIAL,chemical,1,2
RIBL,RIML,chemical,1,2
RIBL,RIS,chemical,1,2
RIBL,SMDVR,chemical,1,2
RIBR,AVAR,chemical,2,2
RIBR,AVBL,chemical,1,2
RIBR,AVDL,chemical,1,2
RIBR,AVEL,chemical,2,2
RIBR,AVER,chemical,2,2
RIBR,BAGL,chemical,1,2
RIBR,DVA,chemical,1,2
RIBR,RIS,chemical,1,2
RIBR,SMDVL,chemical,1,2
RICL,ADAR,chemical,1,2
RICL,AVAL,chemical,2,2
RICL,AVAR,chemical,3,2
RICL,SMDDL,chemical,2,2
RICL,SMDDR,chemical,2,2
RICL,SMDVL,chemical,1,2
RICL,SMDVR,chemical,1,2
RICR,ADAR,chemical,1,2
RICR,AVAL,chemical,3,2
RICR,AVAR,chemical,3,2
RICR,RICL,chemical,2,2
RICR,SIBVL,chemical,1,2
RICR,SMDDL,chemical,1,2
RICR,SMDDR,chemical,1,2
RICR,SMDVL,chemical,1,2
RICR,SMDVR,chemical,1,2
RIFL,ALML,chemical,1,2
RIFL,ASHL,chemical,3,2
RIFL,AVBL,chemical,6,2
RIFL,AVBR,chemical,1,2
RIFL,AVJL,chemical,1,2
RIFL,AVJR,chemical,4,2
RIFL,RIML,chemical,2,2
RIFR,ASHR,chemical,1,2
RIFR,AVBR,chemical,3,2
RIFR,AVJL,chemical,2,2
RIFR,AVJR,chemical,2,2
RIFR,PVPR,chemical,1,2
RIFR,RIMR,chemical,1,2
RIGL,AVER,chemical,1,2
RIGL,AVKR,chemical,1,2
RIGL,BAGR,chemical,2,2
RIGL,DVC,chemical,1,2
RIGL,IL1DL,chemical,1,2
RIGL,OLQDL,chemical,1,2
RIGL,OLQVL,chemical,1,2
RIGL,RIAL,chemical,1,2
RIGL,RIBL,chemical,2,2
RIGL,RIR,chemical,1,2
RIGL,RMEL,chemical,1,2
RIGL,RMGL,chemical,1,2
RIGL,URYDL,chemical,2,2
RIGL,URYVL,chemical,1,2
RIGR,AIBL,chemical,3,2
RIGR,AIZR,chemical,1,2
RIGR,AVER,chemical,1,2
RIGR,AVKL,chemical,2,2
RIGR,AVKR,chemical,1,2
RIGR,BAGL,chemical,1,2
RIGR,CEPshVR,chemical,1,2
RIGR,DVC,chemical,1,2
RIGR,OLQVR,chemical,1,2
RIGR,PVT,chemical,1,2
RIGR,RIAR,chemical,1,2
RIGR,RIBR,chemical,2,2
RIGR,RIR,chemical,2,2
RIGR,RMGR,chemical,1,2
RIGR,URXR,chemical,1,2
RIGR,URYVR,chemical,2,2
RIH,AIZL,chemical,3,2
RIH,AIZR,chemical,1,2
RIH,CEPDL,chemical,1,2
RIH,CEPVL,chemical,1,2
RIH,CEPshVL,chemical,2,2
RIH,CEPshVR,chemical,1,2
RIH,GLRR,chemical,1,2
RIH,GLRVL,chemical,1,2
RIH,GLRVR,chemical,1,2
RIH,IL2VL,chemical,2,2
RIH,IL2VR,chemical,1,2
RIH,OLQDL,chemical,1,2
RIH,OLQDR,chemical,1,2
RIH,OLQVL,chemical,2,2
RIH,OLQVR,chemical,2,2
RIH,RIAL,chemical,4,2
RIH,RIAR,chemical,2,2
RIH,RIBL,chemical,1,2
RIH,RIBR,chemical,1,2
RIH,RIPL,chemical,2,2
RIH,RIPR,chemical,4,2
RIH,RIR,chemical,1,2
RIH,RIS,chemical,1,2
RIH,RMER,chemical,1,2
RIH,URYVR,chemical,1,2
RIML,AIBR,chemical,1,2
RIML,AVAR,chemical,1,2
RIML,AVBL,chemical,1,2
RIML,AVBR,chemical,3,2
RIML,AVDL,chemical,1,2
RIML,BWM-VR04,chemical,1,2
RIML,PVCL,chemical,1,2
RIML,RIBL,chemical,1,2
RIML,RIS,chemical,1,2
RIML,RMDL,chemical,1,2
RIML,RMDR,chemical,2,2
RIML,SAAVL,chemical,1,2
RIML,SAAVR,chemical,2,2
RIML,SIADL,chemical,1,2
RIML,SIADR,chemical,1,2
RIML,SIBVR,chemical,1,2
RIML,SMDDL,chemical,3,2
RIML,SMDDR,chemical,1,2
RIML,SMDVL,chemical,2,2
RIML,SMDVR,chemical,2,2
RIMR,AIBL,chemical,4,2
RIMR,AVBL,chemical,1,2
RIMR,BWM-VL04,chemical,1,2
RIMR,RIBL,chemical,1,2
RIMR,RIBR,chemical,2,2
RIMR,RMDL,chemical,3,2
RIMR,RMDR,chemical,1,2
RIMR,SAADR,chemical,1,2
RIMR,SAAVL,chemical,1,2
RIMR,SAAVR,chemical,1,2
RIMR,SMDDL,chemical,1,2
RIMR,SMDDR,chemical,4,2
RIMR,SMDVL,chemical,2,2
RIMR,SMDVR,chemical,5,2
RIR,AIZL,chemical,2,2
RIR,AIZR,chemical,3,2
RIR,AUAL,chemical,1,2
RIR,AVEL,chemical,1,2
RIR,AVER,chemical,1,2
RIR,BAGL,chemical,1,2
RIR,BAGR,chemical,1,2
RIR,CEPshVR,chemical,1,2
RIR,DVA,chemical,2,2
RIR,RIAL,chemical,3,2
RIR,RIAR,chemical,2,2
RIR,RIH,chemical,1,2
RIR,URXL,chemical,4,2
RIR,URXR,chemical,1,2
RIS,AVEL,chemical,2,2
RIS,AVER,chemical,3,2
RIS,AVKR,chemical,1,2
RIS,CEPDL,chemical,1,2
RIS,CEPDR,chemical,1,2
RIS,CEPVL,chemical,1,2
RIS,CEPVR,chemical,1,2
RIS,RIBL,chemical,2,2
RIS,RIBR,chemical,1,2
RIS,RIML,chemical,1,2
RIS,RIMR,chemical,1,2
RIS,RMDL,chemical,1,2
RIS,RMGR,chemical,1,2
RIS,SMDDR,chemical,1,2
RIVL,AVAL,chemical,1,2
RIVL,RIAR,chemical,3,2
RIVL,RIH,chemical,1,2
RIVL,RMDDR,chemical,1,2
RIVL,SAADR,chemical,2,2
RIVL,SMDDR,chemical,1,2
RIVR,GLRVL,chemical,1,2
RIVR,RIAL,chemical,2,2
RIVR,RMDDL,chemical,1,2
RIVR,SAADL,chemical,1,2
RIVR,SMDVL,chemical,1,2
RIVR,SMDVR,chemical,1,2
RMDDL,BWM-DR01,chemical,3,2
RMDDL,BWM-DR02,chemical,3,2
RMDDL,BWM-DR03,chemical,3,2
RMDDL,BWM-DR04,chemical,2,2
RMDDL,RMDVR,chemical,6,2
RMDDR,BWM-DL01,chemical,2,2
RMDDR,BWM-DL02,chemical,3,2
RMDDR,BWM-DL03,chemical,2,2
RMDDR,BWM-DL04,chemical,1,2
RMDDR,RMDVL,chemical,5,2
RMDL,BWM-DR02,chemical,2,2
RMDL,BWM-DR04,chemical,1,2
RMDL,BWM-VR02,chemical,1,2
RMDL,IL1R,chemical,2,2
RMDL,IL2R,chemical,1,2
RMDL,OLLR,chemical,1,2
RMDL,RIAL,chemical,2,2
